race_id,horse_number,age,dhweight,disRoc,enterTimes,preOOF,pre2OOF,surface,weather,course,jEps,runningStyle,preLastPhase,distance,sex,popularity,odds,weight,eps,jwinper,owinper,twinper,winRun,order_of_finish
286,7,2.0,0.0,,0.0,,,芝,曇,右,161,NaN,,2000,牝,2,7.6,494,,0.08,0.08,0.08,,6
286,8,2.0,0.0,,0.0,,,芝,曇,右,161,NaN,,2000,牡,1,1.9,500,,0.08,0.08,0.08,,2
286,9,2.0,0.0,,0.0,,,芝,曇,右,161,NaN,,2000,牝,7,23.3,432,,0.08,0.08,0.08,,8
286,10,2.0,0.0,,0.0,,,芝,曇,右,161,NaN,,2000,牝,14,99.0,446,,0.08,0.08,0.08,,7
286,11,2.0,0.0,,0.0,,,芝,曇,右,161,NaN,,2000,牝,8,40.6,434,,0.08,0.08,0.08,,3
286,12,2.0,0.0,,0.0,,,芝,曇,右,161,NaN,,2000,牡,3,8.6,462,,0.08,0.08,0.08,,1
286,13,2.0,0.0,,0.0,,,芝,曇,右,161,NaN,,2000,牡,10,62.3,464,,0.08,0.08,0.08,,9
286,14,2.0,,,0.0,,,芝,曇,右,161,NaN,,2000,牡,,,0,,0.08,0.08,0.08,,取
286,15,2.0,0.0,,0.0,,,芝,曇,右,161,NaN,,2000,牝,13,89.2,474,,0.08,0.08,0.08,,16
286,16,2.0,0.0,,0.0,,,芝,曇,右,161,NaN,,2000,牝,6,16.4,478,,0.08,0.08,0.08,,5
286,17,2.0,0.0,,0.0,,,芝,曇,右,161,NaN,,2000,牝,11,83.5,440,,0.08,0.08,0.08,,12
287,1,8.0,8.0,-0.151515151515152,2.0,4.0,5.0,ダ,晴,左,130,9.75,35.6,1400,牡,10,45.7,532,465.0,0.08,0.08,0.08,0.0,2
287,2,7.0,2.0,-0.0454545454545455,3.0,2.0,8.0,ダ,晴,左,130,5.75,36.0,1400,牡,11,46.5,502,296.8,0.08,0.08,0.08,0.0,11
287,3,5.0,2.0,0.166666666666667,2.0,2.0,1.0,ダ,晴,左,130,8.5,35.4,1400,牡,1,2.5,494,1825.0,0.08,0.08,0.08,0.5,1
287,4,7.0,0.0,0.129032258064516,5.0,2.0,16.0,ダ,晴,左,130,-0.4,34.1,1400,牡,16,151.1,524,294.08,0.08,0.08,0.08,0.0,14
287,5,5.0,-8.0,0.0,4.0,4.0,4.0,ダ,晴,左,130,1.625,37.5,1400,牡,12,49.0,490,402.45,0.08,0.08,0.08,0.0,5
287,6,6.0,4.0,-0.176470588235294,3.0,8.0,5.0,ダ,晴,左,130,2.83333333333333,37.1,1400,牡,2,5.0,486,1343.7,0.08,0.08,0.08,0.333333333333333,3
287,7,7.0,-5.0,,0.0,,,ダ,晴,左,130,NaN,,1400,牝,14,56.2,496,,0.08,0.08,0.08,,6
287,8,5.0,-10.0,-0.0967741935483871,4.0,3.0,1.0,ダ,晴,左,130,-0.0625,37.1,1400,牡,7,17.2,498,1394.2,0.08,0.08,0.08,0.5,16
287,9,5.0,2.0,0.0769230769230769,2.0,1.0,7.0,ダ,晴,左,130,-1.25,36.1,1400,セ,5,10.6,466,1118.2,0.08,0.08,0.08,0.5,8
287,10,4.0,-6.0,0.0,3.0,15.0,2.0,ダ,晴,左,130,-3.0,38.5,1400,牡,9,23.9,514,1074.9,0.08,0.08,0.08,0.333333333333333,15
287,11,7.0,0.0,0.166666666666667,1.0,8.0,,ダ,晴,左,130,3.5,35.9,1400,牡,15,97.4,532,0.0,0.08,0.08,0.08,0.0,9
287,12,4.0,2.0,0.0,2.0,1.0,3.0,ダ,晴,左,130,0.5,36.5,1400,牡,4,10.2,546,1447.9,0.08,0.08,0.08,0.5,13
287,13,7.0,-6.0,,0.0,,,ダ,晴,左,130,NaN,,1400,牡,13,52.5,550,,0.08,0.08,0.08,,12
287,14,6.0,0.0,-0.2,2.0,9.0,6.0,ダ,晴,左,130,2.75,37.4,1400,牡,6,10.8,544,0.0,0.08,0.08,0.08,0.0,4
287,15,7.0,2.0,0.0,2.0,1.0,3.0,ダ,晴,左,130,8.0,35.6,1400,牡,8,21.4,464,1395.9,0.08,0.08,0.08,0.5,7
287,16,6.0,6.0,0.0,2.0,12.0,2.0,ダ,晴,左,130,1.5,34.6,1400,牡,3,9.5,500,1216.0,0.08,0.08,0.08,0.0,10
288,1,3.0,-2.0,-0.0575916230366492,10.0,11.0,7.0,芝,雨,右,76.,-4.675,38.4,1800,牡,6,19.5,472,64.0,0.07,0.07,0.07,0.1,6
288,2,3.0,6.0,0.125,4.0,7.0,15.0,芝,雨,右,76.,-3.38888888888889,34.6,1800,牝,5,17.3,436,175.0,0.07,0.07,0.07,0.25,中
288,3,4.0,-2.0,0.220338983050847,4.0,15.0,22,芝,雨,右,76.,-3.75,38.5,1800,セ,12,109.6,442,0.0,0.07,0.07,0.07,0.0,11
288,4,3.0,0.0,0.105263157894737,7.0,2.0,7.0,芝,雨,右,76.,0.892857142857143,34.0,1800,牝,1,1.9,428,465.5,0.07,0.07,0.07,0.142857142857143,1
288,5,3.0,-10.0,-0.0136986301369863,4.0,14.0,11.0,芝,雨,右,76.,2.9375,35.7,1800,牡,11,53.8,488,127.5,0.07,0.07,0.07,0.25,2
288,6,5.0,-4.0,0.255813953488372,3.0,9.0,11.0,芝,雨,右,76.,0.0,40.6,1800,牝,13,165.5,424,0.0,0.07,0.07,0.07,0.0,9
288,7,3.0,-2.0,0.0188679245283018,6.0,6.0,1.0,芝,雨,右,76.,-2.55,34.6,1800,牝,7,21.4,460,97.8333333333333,0.07,0.07,0.07,0.166666666666667,5
288,8,4.0,-3.0,0.161290322580645,8.0,16.0,14.0,芝,雨,右,76.,-8.15625,36.4,1800,牝,9,42.8,442,26.5,0.07,0.07,0.07,0.0,10
288,9,3.0,-4.0,0.0,4.0,2.0,3.0,芝,雨,右,76.,3.5625,37.4,1800,牡,2,4.0,460,337.325,0.07,0.07,0.07,0.25,7
288,10,3.0,6.0,0.0188679245283018,6.0,6.0,18.0,芝,雨,右,76.,0.65,34.3,1800,牡,4,10.4,476,118.333333333333,0.07,0.07,0.07,0.166666666666667,3
288,11,4.0,-12.0,0.024390243902439,7.0,12.0,12.0,芝,雨,右,76.,-3.17857142857143,39.2,1800,牡,8,27.7,458,31.4285714285714,0.07,0.07,0.07,0.0,12
288,12,4.0,4.0,0.0,5.0,13.0,8.0,芝,雨,右,76.,-5.66666666666667,37.5,1800,セ,10,51.7,462,21.2,0.07,0.07,0.07,0.0,4
288,13,4.0,20.0,0.0588235294117647,2.0,9.0,10.0,芝,雨,右,76.,NaN,39.7,1800,牡,14,179.6,520,0.0,0.07,0.07,0.07,0.0,13
288,14,3.0,6.0,-0.027027027027027,2.0,1.0,4.0,芝,雨,右,76.,-1.0,38.5,1800,牡,3,8.6,494,300.0,0.07,0.07,0.07,0.5,8
289,1,4.0,26.0,,0.0,,,芝,曇,右,190,NaN,,1600,牝,11,28.2,474,,0.08,0.08,0.08,,7
289,2,4.0,-30.0,-0.04,3.0,12.0,2.0,芝,曇,右,190,-2.22222222222222,37.6,1600,牝,3,6.4,446,270.0,0.08,0.08,0.08,0.333333333333333,9
289,3,5.0,6.0,0.352112676056338,3.0,15.0,13.0,芝,曇,右,190,-5.5,38.7,1600,牡,14,156.5,500,0.0,0.08,0.08,0.08,0.0,11
289,4,4.0,-12.0,-0.142857142857143,3.0,12.0,13.0,芝,曇,右,190,-0.833333333333333,33.9,1600,牡,6,9.9,494,91.9666666666666,0.08,0.08,0.08,0.0,10
289,5,4.0,-2.0,-0.0588235294117647,2.0,8.0,9.0,芝,曇,右,190,4.66666666666667,35.2,1600,牝,7,12.0,452,0.0,0.08,0.08,0.08,0.0,8
289,6,5.0,8.0,-0.0476190476190476,5.0,7.0,6.0,芝,曇,右,190,0.6,37.1,1600,牝,8,22.6,442,0.0,0.08,0.08,0.08,0.0,6
289,7,6.0,4.0,,0.0,,,芝,曇,右,190,NaN,,1600,牡,13,113.5,522,,0.08,0.08,0.08,,13
289,8,4.0,0.0,0.0,2.0,16.0,3.0,芝,曇,右,190,-4.25,38.0,1600,牡,5,7.8,466,95.0,0.08,0.08,0.08,0.0,15
289,9,4.0,-19.0,,0.0,,,芝,曇,右,190,NaN,,1600,牝,16,298.3,456,,0.08,0.08,0.08,,14
289,10,4.0,0.0,0.0666666666666667,2.0,5.0,15.0,芝,曇,右,190,-7.0,35.2,1600,セ,2,5.5,532,38.0,0.08,0.08,0.08,0.0,5
289,11,5.0,6.0,-0.157894736842105,2.0,11.0,4.0,芝,曇,右,190,1.5,35.9,1600,牝,12,40.9,414,55.0,0.08,0.08,0.08,0.0,2
289,12,4.0,8.0,0.0,1.0,7.0,,芝,曇,右,190,2.33333333333333,35.3,1600,牝,1,4.1,500,0.0,0.08,0.08,0.08,0.0,3
289,13,4.0,0.0,0.28,6.0,5.0,6.0,芝,曇,右,190,2.8,37.5,1600,牡,4,6.4,464,94.3333333333333,0.08,0.08,0.08,0.0,4
289,14,5.0,4.0,0.032258064516129,2.0,9.0,6.0,芝,曇,右,190,3.66666666666667,35.4,1600,セ,9,23.8,522,0.0,0.08,0.08,0.08,0.0,12
289,15,5.0,2.0,0.333333333333333,3.0,13.0,12.0,芝,曇,右,190,3.66666666666667,35.5,1600,セ,15,280.0,482,0.0,0.08,0.08,0.08,0.0,16
289,16,5.0,0.0,-0.0769230769230769,3.0,13.0,6.0,芝,曇,右,190,-1.55555555555556,35.5,1600,牝,10,24.3,454,0.0,0.08,0.08,0.08,0.0,1
290,1,6.0,2.0,-0.0262172284644195,13.0,9.0,6.0,芝,曇,右,241,1.875,35.6,2000,牡,12,91.6,494,84.3923076923077,0.09,0.09,0.09,0.0769230769230769,5
290,2,5.0,-14.0,-0.020979020979021,14.0,9.0,3.0,芝,曇,右,241,1.45,35.9,2000,セ,5,13.3,472,148.235714285714,0.09,0.09,0.09,0.0714285714285714,4
290,3,6.0,2.0,-0.128540305010893,20.0,10.0,10.0,芝,曇,右,241,-0.911764705882353,36.1,2000,牡,11,59.2,486,96.55,0.09,0.09,0.09,0.0,6
290,4,4.0,4.0,-0.103139013452915,10.0,5.0,6.0,芝,曇,右,241,4.78333333333333,34.8,2000,セ,6,13.5,480,154.9,0.09,0.09,0.09,0.2,7
290,5,4.0,2.0,0.176470588235294,3.0,9.0,9.0,芝,曇,右,241,-11.0,37.8,2000,牡,13,290.8,430,0.0,0.09,0.09,0.09,0.0,13
290,6,5.0,8.0,0.139240506329114,18.0,7.0,12.0,芝,曇,右,241,-4.58333333333333,37.1,2000,牡,10,44.4,472,56.7777777777778,0.09,0.09,0.09,0.0555555555555556,11
290,7,4.0,4.0,-0.0163934426229508,18.0,5.0,1.0,芝,曇,右,241,2.53333333333333,35.6,2000,牡,2,3.3,500,169.322222222222,0.09,0.09,0.09,0.111111111111111,1
290,8,4.0,-4.0,0.188118811881188,12.0,6.0,6.0,芝,曇,右,241,-2.50694444444444,34.3,2000,牝,4,12.8,504,91.4166666666667,0.09,0.09,0.09,0.0833333333333333,8
290,9,4.0,-2.0,0.0416666666666667,5.0,5.0,1.0,芝,曇,右,241,-1.4,35.1,2000,牡,3,8.4,474,184.2,0.09,0.09,0.09,0.2,12
290,10,5.0,-16.0,-0.204244031830239,9.0,3.0,3.0,芝,曇,右,241,-0.572916666666667,13.3,2000,牡,9,28.3,484,178.444444444444,0.09,0.09,0.09,0.0,10
290,11,5.0,0.0,-0.111111111111111,10.0,6.0,11.0,芝,曇,右,241,-2.46875,35.2,2000,牡,8,20.0,492,93.0,0.09,0.09,0.09,0.1,9
290,12,6.0,-6.0,0.0,16.0,5.0,4.0,芝,曇,右,241,1.73214285714286,35.4,2000,牡,7,14.2,474,194.79375,0.09,0.09,0.09,0.0625,3
290,13,3.0,8.0,0.111111111111111,4.0,1.0,3.0,芝,曇,右,241,2.02083333333333,34.3,2000,牡,1,2.4,494,448.35,0.09,0.09,0.09,0.5,2
291,1,3.0,6.0,0.0,4.0,1.0,7.0,ダ,晴,右,443,-2.125,37.9,1200,牝,14,216.9,468,130.0,0.08,0.08,0.08,0.25,16
291,2,3.0,0.0,0.0,6.0,11.0,1.0,ダ,晴,右,443,-2.0,38.8,1200,牡,16,369.3,478,155.0,0.08,0.08,0.08,0.166666666666667,4
291,3,3.0,4.0,0.0,1.0,11.0,,ダ,晴,右,443,-5.5,37.5,1200,牝,12,150.5,464,0.0,0.08,0.08,0.08,0.0,6
291,4,3.0,0.0,-0.2,2.0,1.0,7.0,ダ,晴,右,443,-2.83333333333333,38.1,1200,牡,3,6.6,512,260.0,0.08,0.08,0.08,0.5,5
291,5,3.0,-6.0,-0.166666666666667,5.0,1.0,3.0,ダ,晴,右,443,-1.625,37.2,1200,牡,8,91.1,506,152.0,0.08,0.08,0.08,0.2,11
291,6,3.0,-6.0,0.0,2.0,1.0,4.0,ダ,晴,右,443,-1.0,37.3,1200,牝,13,162.6,486,315.0,0.08,0.08,0.08,0.5,9
291,7,3.0,-4.0,-0.0847457627118644,9.0,2.0,2.0,ダ,晴,右,443,2.22222222222222,36.5,1200,牡,2,5.3,434,207.0,0.08,0.08,0.08,0.111111111111111,1
291,8,3.0,-2.0,0.0,2.0,2.0,1.0,ダ,晴,右,443,0.0,37.4,1200,牡,1,1.7,468,450.0,0.08,0.08,0.08,0.5,12
291,9,3.0,0.0,0.0,5.0,1.0,3.0,ダ,晴,右,443,-1.2,36.6,1200,牝,5,14.7,458,196.2,0.08,0.08,0.08,0.2,2
291,10,3.0,-6.0,-0.166666666666667,5.0,1.0,2.0,ダ,晴,右,443,-2.0,37.4,1200,牝,9,92.0,478,146.0,0.08,0.08,0.08,0.2,14
291,11,3.0,-4.0,-0.0666666666666667,7.0,9.0,10.0,ダ,晴,右,443,-3.2,38.7,1200,牡,10,103.0,474,85.2857142857143,0.08,0.08,0.08,0.142857142857143,10
291,12,3.0,4.0,-0.192307692307692,7.0,6.0,2.0,ダ,晴,右,443,-0.154761904761905,38.2,1200,牡,4,8.7,498,157.285714285714,0.08,0.08,0.08,0.142857142857143,8
291,13,3.0,4.0,-0.230769230769231,5.0,10.0,15.0,ダ,晴,右,443,-2.1875,37.7,1200,牡,11,116.2,480,102.0,0.08,0.08,0.08,0.2,13
291,14,3.0,-8.0,-0.0561797752808988,7.0,11.0,7.0,ダ,晴,右,443,2.07142857142857,37.7,1200,牡,15,230.0,450,112.857142857143,0.08,0.08,0.08,0.142857142857143,15
291,15,3.0,0.0,0.0,5.0,3.0,1.0,ダ,晴,右,443,-0.6,36.6,1200,牡,6,16.2,472,228.4,0.08,0.08,0.08,0.2,3
291,16,3.0,-2.0,-0.0943396226415094,8.0,1.0,2.0,ダ,晴,右,443,-0.75,37.3,1200,牝,7,36.7,468,163.375,0.08,0.08,0.08,0.125,7
292,1,3.0,-6.0,-0.032258064516129,5.0,9.0,2.0,ダ,曇,左,312,-0.25,38.4,1200,牝,4,8.6,490,160.0,0.08,0.08,0.08,0.2,1
292,2,3.0,-2.0,-0.04,4.0,3.0,15.0,ダ,曇,左,312,-3.125,38.5,1200,牡,8,19.5,460,200.0,0.08,0.08,0.08,0.25,8
292,3,3.0,4.0,-0.04,8.0,7.0,9.0,ダ,曇,左,312,0.75,37.1,1200,牝,13,79.4,490,102.875,0.08,0.08,0.08,0.125,10
292,4,3.0,-4.0,0.0,5.0,1.0,4.0,ダ,曇,左,312,2.6,36.8,1200,牡,6,17.4,474,177.8,0.08,0.08,0.08,0.2,6
292,5,3.0,-4.0,-0.0869565217391304,7.0,1.0,2.0,ダ,曇,左,312,-0.444444444444444,36.4,1200,牡,3,8.1,436,122.285714285714,0.08,0.08,0.08,0.142857142857143,11
292,6,3.0,6.0,-0.0526315789473685,3.0,7.0,1.0,ダ,曇,左,312,7.0,37.7,1200,牝,7,18.8,472,250.0,0.08,0.08,0.08,0.333333333333333,12
292,7,3.0,0.0,-0.0869565217391304,7.0,1.0,2.0,ダ,曇,左,312,-0.5,37.2,1200,牡,1,2.9,468,188.142857142857,0.08,0.08,0.08,0.142857142857143,2
292,8,3.0,4.0,0.0,3.0,1.0,6.0,ダ,曇,左,312,0.0,37.9,1200,牡,11,64.5,508,187.0,0.08,0.08,0.08,0.333333333333333,7
292,9,3.0,4.0,-0.0909090909090909,5.0,8.0,16.0,ダ,曇,左,312,-7.1,37.6,1200,牡,9,28.4,498,102.0,0.08,0.08,0.08,0.2,14
292,10,3.0,-2.0,-0.0526315789473685,3.0,3.0,1.0,ダ,曇,左,312,2.75,36.6,1200,牡,2,3.7,502,230.0,0.08,0.08,0.08,0.333333333333333,4
292,11,3.0,-4.0,-0.0625,5.0,5.0,17.0,ダ,曇,左,312,-6.4,34.0,1200,牝,5,8.8,498,178.6,0.08,0.08,0.08,0.2,中
292,12,3.0,0.0,-0.0769230769230769,6.0,8.0,8.0,ダ,曇,左,312,-4.625,34.2,1200,牡,15,200.7,472,0.0,0.08,0.08,0.08,0.0,9
292,13,3.0,-10.0,-0.0232558139534884,7.0,9.0,7.0,ダ,曇,左,312,-2.91666666666667,37.8,1200,牡,10,30.4,492,142.857142857143,0.08,0.08,0.08,0.142857142857143,3
292,14,3.0,-2.0,0.0188679245283018,9.0,1.0,4.0,ダ,曇,左,312,1.1875,37.5,1200,牝,14,81.1,450,70.8888888888889,0.08,0.08,0.08,0.111111111111111,15
292,15,3.0,1.0,-0.283582089552239,4.0,10.0,9.0,ダ,曇,左,312,-5.0,42.6,1200,牡,16,363.1,480,0.0,0.08,0.08,0.08,0.0,13
292,16,3.0,-4.0,-0.0625,5.0,1.0,3.0,ダ,曇,左,312,1.9,37.0,1200,牝,12,66.0,430,200.2,0.08,0.08,0.08,0.2,5
293,1,3.0,-2.0,0.2,2.0,12.0,18.0,ダ,曇,右,151,-7.0,36.7,1800,牝,10,46.6,428,0.0,0.08,0.08,0.08,0.0,2
293,2,4.0,-2.0,0.0,1.0,12.0,,ダ,曇,右,151,1.5,38.7,1800,牝,8,30.4,480,0.0,0.08,0.08,0.08,0.0,8
293,3,5.0,8.0,0.0188679245283018,3.0,4.0,3.0,ダ,曇,右,151,4.5,36.8,1800,牝,3,12.8,508,150.0,0.08,0.08,0.08,0.0,5
293,4,5.0,-4.0,0.125,1.0,14.0,,ダ,曇,右,151,-7.33333333333333,35.6,1800,牝,6,25.1,454,0.0,0.08,0.08,0.08,0.0,7
293,5,5.0,10.0,0.285714285714286,1.0,8.0,,ダ,曇,右,151,-1.0,36.4,1800,牝,14,188.2,496,0.0,0.08,0.08,0.08,0.0,中
293,6,5.0,6.0,0.0188679245283018,3.0,8.0,6.0,ダ,曇,右,151,5.58333333333333,37.0,1800,牝,9,38.3,464,0.0,0.08,0.08,0.08,0.0,9
293,7,3.0,2.0,0.0,1.0,1.0,,ダ,曇,右,151,7.25,37.7,1800,牝,2,8.2,448,760.0,0.08,0.08,0.08,1.0,3
293,8,4.0,0.0,-0.0526315789473684,1.0,9.0,,ダ,曇,右,151,NaN,39.0,1800,牝,13,132.9,474,0.0,0.08,0.08,0.08,0.0,11
293,9,6.0,4.0,0.0285714285714286,2.0,6.0,12.0,ダ,曇,右,151,-2.875,38.6,1800,牝,5,22.4,500,0.0,0.08,0.08,0.08,0.0,6
293,10,5.0,6.0,0.0,1.0,11.0,,ダ,曇,右,151,-8.25,38.4,1800,牝,7,29.6,486,0.0,0.08,0.08,0.08,0.0,13
293,11,5.0,8.0,,0.0,,,ダ,曇,右,151,NaN,,1800,牝,4,15.3,508,,0.08,0.08,0.08,,12
293,12,4.0,6.0,0.0285714285714286,2.0,12.0,11.0,ダ,曇,右,151,-6.25,38.4,1800,牝,12,93.3,510,0.0,0.08,0.08,0.08,0.0,10
293,13,3.0,2.0,0.0,2.0,2.0,1.0,ダ,曇,右,151,-0.5,37.2,1800,牝,1,1.3,448,600.0,0.08,0.08,0.08,0.5,1
293,14,6.0,-4.0,0.0,1.0,12.0,,ダ,曇,右,151,0.75,38.9,1800,牝,11,60.7,474,0.0,0.08,0.08,0.08,0.0,4
294,1,3.0,-2.0,-0.111111111111111,4.0,10.0,10.0,芝,雨,左,122,1.0,37.0,1200,牡,12,69.6,418,175.0,0.08,0.08,0.08,0.25,7
294,2,3.0,-14.0,0.05,7.0,12.0,2.0,芝,雨,左,122,-0.333333333333333,36.1,1200,牡,9,31.8,436,160.057142857143,0.08,0.08,0.08,0.142857142857143,11
294,3,3.0,0.0,-0.032258064516129,5.0,1.0,5.0,芝,雨,左,122,-1.375,37.6,1200,牝,6,8.8,444,183.6,0.08,0.08,0.08,0.2,1
294,4,3.0,0.0,-0.142857142857143,2.0,10.0,1.0,芝,雨,左,122,4.0,36.6,1200,牝,11,66.4,372,350.0,0.08,0.08,0.08,0.5,15
294,5,3.0,2.0,-0.0769230769230769,4.0,6.0,1.0,芝,雨,左,122,-0.5,35.9,1200,牝,3,6.7,456,210.0,0.08,0.08,0.08,0.25,10
294,6,3.0,-2.0,-0.1,3.0,9.0,2.0,芝,雨,左,122,0.0,37.2,1200,牝,4,7.1,450,448.333333333333,0.08,0.08,0.08,0.333333333333333,9
294,7,3.0,2.0,0.0344827586206897,5.0,15.0,15.0,芝,雨,左,122,-5.6,37.4,1200,牝,14,130.2,472,102.0,0.08,0.08,0.08,0.2,13
294,8,3.0,-2.0,-0.222222222222222,7.0,8.0,8.0,芝,雨,左,122,-0.125,37.5,1200,牝,15,154.0,392,15.7142857142857,0.08,0.08,0.08,0.0,12
294,9,3.0,-4.0,-0.0526315789473685,3.0,2.0,10.0,芝,雨,左,122,5.0,34.6,1200,牝,1,3.2,426,137.0,0.08,0.08,0.08,0.0,3
294,10,3.0,4.0,-0.121951219512195,6.0,10.0,5.0,芝,雨,左,122,2.23333333333333,35.3,1200,牝,7,15.5,438,175.0,0.08,0.08,0.08,0.166666666666667,4
294,11,3.0,-6.0,-0.0526315789473685,3.0,7.0,1.0,芝,雨,左,122,1.5,35.4,1200,牝,10,35.3,476,170.0,0.08,0.08,0.08,0.333333333333333,2
294,12,3.0,-8.0,0.0,2.0,3.0,1.0,芝,雨,左,122,2.25,35.0,1200,牡,5,8.8,456,427.75,0.08,0.08,0.08,0.5,6
294,13,3.0,2.0,-0.0588235294117647,8.0,5.0,5.0,芝,雨,左,122,2.35714285714286,35.2,1200,牡,8,17.1,450,210.925,0.08,0.08,0.08,0.125,14
294,14,3.0,-6.0,-0.181818181818182,3.0,15.0,1.0,芝,雨,左,122,-5.05555555555556,37.5,1200,牝,2,5.0,440,170.0,0.08,0.08,0.08,0.333333333333333,5
294,15,3.0,0.0,-0.142857142857143,4.0,9.0,13.0,芝,雨,左,122,-7.5,35.7,1200,牡,13,125.7,472,0.0,0.08,0.08,0.08,0.0,8
295,1,3.0,4.0,-0.117647058823529,5.0,7.0,7.0,ダ,曇,左,127,-5.125,36.9,1800,牝,7,23.4,424,0.0,0.08,0.08,0.08,0.0,11
295,2,3.0,-6.0,-0.0442477876106194,6.0,5.0,6.0,ダ,曇,左,127,2.75,38.3,1800,牡,3,6.0,484,8.5,0.08,0.08,0.08,0.0,1
295,3,3.0,4.0,0.0,2.0,4.0,4.0,ダ,曇,左,127,0.0,39.9,1800,セ,4,6.4,494,77.0,0.08,0.08,0.08,0.0,7
295,4,3.0,-8.0,0.125,1.0,16.0,,ダ,曇,左,127,0.0,39.5,1800,牡,9,74.2,468,0.0,0.08,0.08,0.08,0.0,13
295,5,3.0,0.0,-0.142857142857143,3.0,14.0,9.0,ダ,曇,左,127,-3.625,41.3,1800,牡,13,226.2,434,0.0,0.08,0.08,0.08,0.0,8
295,6,3.0,4.0,0.421052631578947,6.0,12.0,17.0,ダ,曇,左,127,-1.75,35.3,1800,牝,11,178.6,456,0.0,0.08,0.08,0.08,0.0,10
295,7,3.0,-2.0,0.0188679245283018,3.0,2.0,6.0,ダ,曇,左,127,4.33333333333333,38.7,1800,牡,2,3.3,450,66.6666666666667,0.08,0.08,0.08,0.0,2
295,8,3.0,0.0,0.0,2.0,3.0,3.0,ダ,曇,左,127,-1.5,38.4,1800,牡,1,2.5,510,130.0,0.08,0.08,0.08,0.0,6
295,9,3.0,-10.0,0.0384615384615385,3.0,10.0,12.0,ダ,曇,左,127,0.5,39.6,1800,牡,10,143.4,496,0.0,0.08,0.08,0.08,0.0,9
295,10,3.0,0.0,0.11340206185567,6.0,10.0,6.0,ダ,曇,左,127,-1.4375,39.0,1800,牡,8,50.7,474,0.0,0.08,0.08,0.08,0.0,5
295,11,3.0,-2.0,0.142857142857143,8.0,5.0,8.0,ダ,曇,左,127,3.03571428571429,39.8,1800,牡,5,12.5,450,6.375,0.08,0.08,0.08,0.0,4
295,12,3.0,4.0,0.0588235294117647,4.0,8.0,7.0,ダ,曇,左,127,1.25,41.2,1800,牡,6,18.1,500,0.0,0.08,0.08,0.08,0.0,3
295,13,3.0,0.0,0.125,1.0,15.0,,ダ,曇,左,127,0.0,35.4,1800,牝,12,192.5,476,0.0,0.08,0.08,0.08,0.0,12
296,1,5.0,0.0,-0.0588235294117647,4.0,11.0,1.0,芝,晴,左,388,-2.625,34.3,1600,牝,3,7.6,480,408.1,0.08,0.08,0.08,0.25,5
296,2,5.0,-2.0,-0.024390243902439,5.0,5.0,12.0,芝,晴,左,388,2.36666666666667,34.8,1600,牡,2,3.9,490,425.1,0.08,0.08,0.08,0.0,3
296,3,6.0,0.0,0.0,7.0,7.0,1.0,芝,晴,左,388,4.21428571428571,34.3,1600,牝,9,50.4,472,425.171428571429,0.08,0.08,0.08,0.142857142857143,11
296,4,4.0,-10.0,0.0212765957446808,3.0,7.0,4.0,芝,晴,左,388,0.777777777777778,34.0,1600,牡,5,13.0,474,600.966666666667,0.08,0.08,0.08,0.333333333333333,10
296,5,5.0,0.0,-0.125,7.0,14.0,13.0,芝,晴,左,388,-1.69444444444444,36.1,1600,牡,11,289.8,474,0.0,0.08,0.08,0.08,0.0,9
296,6,4.0,-6.0,0.0,3.0,1.0,3.0,芝,晴,左,388,6.22222222222222,33.1,1600,牝,4,7.9,402,763.733333333333,0.08,0.08,0.08,0.333333333333333,8
296,7,7.0,-2.0,0.0769230769230769,7.0,5.0,9.0,芝,晴,左,388,6.9,34.1,1600,牡,7,36.6,480,170.228571428571,0.08,0.08,0.08,0.0,4
296,8,6.0,4.0,0.0181818181818182,7.0,1.0,5.0,芝,晴,左,388,4.02380952380952,35.2,1600,牝,10,80.8,494,371.785714285714,0.08,0.08,0.08,0.142857142857143,6
296,9,5.0,-10.0,-0.111111111111111,1.0,7.0,,芝,晴,左,388,-5.0,35.7,1600,牡,8,36.9,492,0.0,0.08,0.08,0.08,0.0,7
296,10,5.0,-22.0,0.0,3.0,5.0,13.0,芝,晴,左,388,-4.94444444444444,34.7,1600,セ,6,30.6,498,60.6666666666667,0.08,0.08,0.08,0.0,2
296,11,4.0,6.0,-0.111111111111111,4.0,1.0,1.0,芝,晴,左,388,2.6875,33.7,1600,牡,1,1.8,514,778.6,0.08,0.08,0.08,0.5,1
297,1,5.0,0.0,0.0,6.0,11.0,2.0,芝,晴,右,155,-0.416666666666667,35.4,1200,牝,2,5.2,480,272.55,0.08,0.08,0.08,0.166666666666667,3
297,2,4.0,4.0,0.0909090909090909,4.0,14.0,14.0,芝,晴,右,155,-6.5,38.7,1200,牝,10,45.2,474,70.0,0.08,0.08,0.08,0.0,11
297,3,5.0,-2.0,-0.027027027027027,6.0,9.0,6.0,芝,晴,右,155,-1.5,38.4,1200,牝,7,21.0,502,0.0,0.08,0.08,0.08,0.0,6
297,4,4.0,0.0,-0.238095238095238,4.0,11.0,13.0,芝,晴,右,155,-9.86111111111111,39.7,1200,牡,11,92.4,478,0.0,0.08,0.08,0.08,0.0,2
